Acc_Index	Vehicle_Reference	Casualty_Reference	Casualty_Class	Sex_of_Casualty	Age_Band_of_Casualty	Casualty_Severity	Pedestrian_Location	Pedestrian_Movement	Car_Passenger	Bus_or_Coach_Passenger	Pedestrian_Road_Maintenance_Worker	Casualty_Type	Casualty_Home_Area_Type	Accident_Index	Location_Easting_OSGR	Location_Northing_OSGR	Longitude	Latitude	Police_Force	Accident_Severity	Number_of_Vehicles	Number_of_Casualties	Date	Day_of_Week	Time	Local_Authority_(District)	Local_Authority_(Highway)	1st_Road_Class	1st_Road_Number	Road_Type	Speed_limit	Junction_Detail
2016051602879	2	2	2	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602879	341265	385479	-2.882708	53.362651	5  (Merseyside)	2	2	2	05/09/2016	2	14:05	91	E08000012  (Liverpool)	6	0	6	30	6
2016051602892	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602892	331726	386097	-3.026177	53.367059	5  (Merseyside)	2	2	3	05/09/2016	2	18:05	95	E08000015  (Wirral)	6	0	6	30	3
2016051602893	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602893	338448	395632	-2.92702	53.45359	5  (Merseyside)	2	1	1	07/09/2016	4	17:00	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602916	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602916	340180	399721	-2.901717	53.490543	5  (Merseyside)	2	2	1	08/09/2016	5	17:30	90	E08000011  (Knowsley)	4	5192	6	30	3
2016051602918	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602918	340067	392882	-2.902116	53.429058	5  (Merseyside)	2	1	1	08/09/2016	5	15:30	91	E08000012  (Liverpool)	6	0	6	20	0
2016051602936	2	1	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	2	2016051602936	347268	397079	-2.794442	53.467553	5  (Merseyside)	2	2	1	05/09/2016	2	10:30	92	E08000013  (St. Helens)	4	5203	6	60	6
2016051602939	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602939	326167	383396	-3.109083	53.342035	5  (Merseyside)	2	1	1	04/09/2016	1	13:15	95	E08000015  (Wirral)	6	0	6	30	0
2016051602948	1	1	2	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051602948	337372	388407	-2.941787	53.388522	5  (Merseyside)	2	1	1	11/09/2016	1	03:10	91	E08000012  (Liverpool)	3	5089	6	30	9
2016051602950	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	-1	2016051602950	328740	406804	-3.075743	53.552778	5  (Merseyside)	2	2	1	11/09/2016	1	18:15	93	E08000014  (Sefton)	6	0	6	20	3
2016051602956	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602956	335501	393743	-2.97101	53.436258	5  (Merseyside)	2	2	1	12/09/2016	2	10:50	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602961	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602961	354017	394628	-2.692414	53.446154	5  (Merseyside)	2	1	1	12/09/2016	2	15:20	92	E08000013  (St. Helens)	6	0	6	30	3
2016051602966	1	1	1	1  (Male)	02  (6 - 10)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	-1	2016051602966	339319	390640	-2.912942	53.40882	5  (Merseyside)	2	2	2	13/09/2016	3	17:06	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602966	2	2	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	-1	2016051602966	339319	390640	-2.912942	53.40882	5  (Merseyside)	2	2	2	13/09/2016	3	17:06	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602976	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602976	335073	392313	-2.977158	53.423352	5  (Merseyside)	2	2	1	10/08/2016	4	17:20	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602978	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602978	349699	393278	-2.757213	53.433625	5  (Merseyside)	2	2	1	07/09/2016	4	18:15	92	E08000013  (St. Helens)	4	5413	6	30	3
2016051602984	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602984	337745	395628	-2.937606	53.453471	5  (Merseyside)	2	2	1	14/09/2016	4	22:00	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602995	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602995	331596	399282	-3.030994	53.485551	5  (Merseyside)	2	3	1	15/09/2016	5	18:15	93	E08000014  (Sefton)	6	0	6	30	3
2016051602998	1	1	3	2  (Female)	10  (66 - 75)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602998	327932	387238	-3.083451	53.376811	5  (Merseyside)	2	1	1	03/09/2016	7	23:45	95	E08000015  (Wirral)	6	0	6	30	0
2016051603006	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603006	341498	393319	-2.880661	53.433147	5  (Merseyside)	2	1	1	18/09/2016	1	14:20	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603008	1	2	2	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051603008	335575	393168	-2.969779	53.431099	5  (Merseyside)	2	1	3	18/09/2016	1	04:10	91	E08000012  (Liverpool)	3	580	3	30	3
2016051603008	1	3	2	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051603008	335575	393168	-2.969779	53.431099	5  (Merseyside)	2	1	3	18/09/2016	1	04:10	91	E08000012  (Liverpool)	3	580	3	30	3
2016051603013	1	1	2	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	2	0	11	1	2016051603013	344336	388098	-2.837022	53.386524	5  (Merseyside)	2	1	1	15/09/2016	5	19:10	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603014	2	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603014	337490	387539	-2.939841	53.380734	5  (Merseyside)	2	2	1	16/09/2016	6	06:37	91	E08000012  (Liverpool)	6	0	6	20	0
2016051603018	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603018	334819	388670	-2.980227	53.390577	5  (Merseyside)	2	2	1	17/09/2016	7	13:55	91	E08000012  (Liverpool)	6	0	6	30	3
2016051603028	1	1	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051603028	345203	388304	-2.824022	53.388467	5  (Merseyside)	2	3	1	19/09/2016	2	23:45	90	E08000011  (Knowsley)	4	5178	6	60	0
2016051603029	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603029	344093	389419	-2.84091	53.398373	5  (Merseyside)	2	2	1	16/09/2016	6	08:02	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603031	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603031	330831	386392	-3.039691	53.369594	5  (Merseyside)	2	2	1	19/09/2016	2	10:13	95	E08000015  (Wirral)	6	0	6	30	3
2016051603033	1	1	2	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	0	3	0	11	1	2016051603033	340268	396426	-2.899764	53.460936	5  (Merseyside)	2	1	4	21/06/2016	3	15:51	91	E08000012  (Liverpool)	3	580	3	40	0
2016051603036	1	1	3	2  (Female)	09  (56 - 65)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051603036	333711	385385	-2.996197	53.360912	5  (Merseyside)	2	1	2	07/09/2016	4	12:40	95	E08000015  (Wirral)	4	5136	6	30	0
2016051603043	2	1	1	1  (Male)	11  (Over 75)	1  (Fatal)	0	0	0	0	0	1  (Cyclist)	1	2016051603043	357718	395681	-2.63683	53.455929	5  (Merseyside)	1	2	1	09/02/2016	3	14:00	92	E08000013  (St. Helens)	3	572	6	30	6
2016051603053	1	2	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603053	329603	388130	-3.058533	53.385054	5  (Merseyside)	2	2	2	22/09/2016	5	09:55	95	E08000015  (Wirral)	6	0	6	30	6
2016051603062	1	2	2	2  (Female)	03  (11 - 15)	2  (Serious)	0	0	0	3	0	11	1	2016051603062	342460	386706	-2.864975	53.373811	5  (Merseyside)	2	3	2	23/09/2016	6	07:45	91	E08000012  (Liverpool)	4	5171	3	30	0
2016051603063	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603063	345257	389501	-2.823418	53.399232	5  (Merseyside)	2	2	1	22/09/2016	5	19:00	90	E08000011  (Knowsley)	6	0	6	30	3
2016051603072	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603072	347858	389990	-2.78438	53.403891	5  (Merseyside)	2	1	1	23/09/2016	6	19:06	92	E08000013  (St. Helens)	6	0	6	60	0
2016051603084	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	8	8	0	0	0	0  (Pedestrian)	1	2016051603084	334428	390465	-2.986479	53.406662	5  (Merseyside)	2	1	1	20/09/2016	3	12:20	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603085	1	4	2	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051603085	336709	398013	-2.953687	53.474785	5  (Merseyside)	2	2	4	20/09/2016	3	11:50	93	E08000014  (Sefton)	6	0	3	30	6
2016051603086	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	21	2	2016051603086	345355	392749	-2.822507	53.428437	5  (Merseyside)	2	1	1	24/09/2016	7	06:25	90	E08000011  (Knowsley)	1	57	3	70	5
2016051603107	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	8	9	0	0	0	0  (Pedestrian)	1	2016051603107	353496	396568	-2.700546	53.463547	5  (Merseyside)	2	1	1	27/09/2016	3	11:00	92	E08000013  (St. Helens)	3	58	6	30	0
2016051603110	1	1	3	1  (Male)	01  (0 - 5)	2  (Serious)	5	4	0	0	0	0  (Pedestrian)	1	2016051603110	353592	393301	-2.698618	53.434188	5  (Merseyside)	2	1	1	27/09/2016	3	16:46	92	E08000013  (St. Helens)	6	0	6	30	0
2016051603113	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603113	337183	389137	-2.944774	53.395061	5  (Merseyside)	2	1	1	28/09/2016	4	19:00	91	E08000012  (Liverpool)	6	0	6	20	0
2016051603114	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051603114	336900	392956	-2.949794	53.429354	5  (Merseyside)	2	1	1	28/09/2016	4	16:35	91	E08000012  (Liverpool)	6	0	6	30	3
2016051603116	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603116	349199	388213	-2.763923	53.388048	5  (Merseyside)	2	2	1	28/09/2016	4	17:40	90	E08000011  (Knowsley)	3	5080	6	30	3
2016051603120	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051603120	341001	396736	-2.888783	53.463805	5  (Merseyside)	2	1	1	28/09/2016	4	20:30	90	E08000011  (Knowsley)	6	0	6	50	0
2016051603128	1	2	3	2  (Female)	04  (16 - 20)	2  (Serious)	5	2	0	0	0	0  (Pedestrian)	1	2016051603128	335039	389764	-2.977144	53.400437	5  (Merseyside)	2	1	2	29/09/2016	5	16:10	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603129	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603129	339807	388848	-2.905259	53.392769	5  (Merseyside)	2	2	1	29/09/2016	5	18:45	91	E08000012  (Liverpool)	6	0	6	30	6
2016051603131	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603131	338982	385131	-2.916947	53.359264	5  (Merseyside)	2	1	1	23/09/2016	6	09:00	91	E08000012  (Liverpool)	6	0	6	20	0
2016051603139	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603139	343257	389847	-2.85356	53.402131	5  (Merseyside)	2	1	1	01/10/2016	7	13:40	90	E08000011  (Knowsley)	1	62	3	70	0
2016051603145	1	1	1	1  (Male)	01  (0 - 5)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603145	339717	384805	-2.905841	53.356418	5  (Merseyside)	2	2	1	02/10/2016	1	12:44	91	E08000012  (Liverpool)	6	0	6	30	8
2016051603146	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603146	341818	390425	-2.87531	53.407169	5  (Merseyside)	2	5	5	02/10/2016	1	14:05	90	E08000011  (Knowsley)	3	5080	6	30	3
2016051603146	2	5	2	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051603146	341818	390425	-2.87531	53.407169	5  (Merseyside)	2	5	5	02/10/2016	1	14:05	90	E08000011  (Knowsley)	3	5080	6	30	3
2016051603154	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051603154	322537	387272	-3.164549	53.376353	5  (Merseyside)	2	2	1	03/10/2016	2	08:40	95	E08000015  (Wirral)	4	5192	6	30	3
2016051603158	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603158	339537	388269	-2.909208	53.387534	5  (Merseyside)	2	2	1	01/10/2016	7	20:50	91	E08000012  (Liverpool)	3	562	3	30	6
2016051603168	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603168	339267	392393	-2.914062	53.424571	5  (Merseyside)	2	2	1	04/10/2016	3	07:45	91	E08000012  (Liverpool)	3	5058	3	40	7
2016051603172	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603172	338135	394205	-2.931453	53.440727	5  (Merseyside)	2	2	1	01/10/2016	7	16:45	91	E08000012  (Liverpool)	3	580	3	30	6
2016051603173	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603173	341629	388060	-2.877715	53.385891	5  (Merseyside)	2	1	1	04/10/2016	3	15:27	91	E08000012  (Liverpool)	6	0	6	30	9
2016051603182	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051603182	332183	389961	-3.020139	53.401849	5  (Merseyside)	2	2	1	05/10/2016	4	11:55	95	E08000015  (Wirral)	3	554	6	30	1
2016051603190	1	1	3	1  (Male)	08  (46 - 55)	2  (Serious)	9	9	0	0	0	0  (Pedestrian)	1	2016051603190	329752	390451	-3.05681	53.405935	5  (Merseyside)	2	1	1	06/09/2016	3	09:15	95	E08000015  (Wirral)	6	0	6	30	0
2016051603194	1	1	2	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051603194	332514	413955	-3.020328	53.61755	5  (Merseyside)	2	2	3	06/10/2016	5	19:30	93	E08000014  (Sefton)	6	0	6	30	3
2016051603194	2	3	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603194	332514	413955	-3.020328	53.61755	5  (Merseyside)	2	2	3	06/10/2016	5	19:30	93	E08000014  (Sefton)	6	0	6	30	3
2016051603204	1	1	3	1  (Male)	07  (36 - 45)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051603204	325401	389700	-3.122075	53.398588	5  (Merseyside)	2	1	1	29/09/2016	5	21:30	95	E08000015  (Wirral)	6	0	6	30	3
2016051603209	2	2	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603209	340291	392819	-2.898733	53.428517	5  (Merseyside)	2	2	3	08/10/2016	7	14:25	91	E08000012  (Liverpool)	6	0	6	30	3
2016051603210	1	1	3	1  (Male)	09  (56 - 65)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603210	340003	392616	-2.903029	53.42666	5  (Merseyside)	2	1	1	08/10/2016	7	18:00	91	E08000012  (Liverpool)	6	0	6	30	0
2016051603214	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603214	333084	396241	-3.007923	53.458409	5  (Merseyside)	2	2	1	26/09/2016	2	14:51	93	E08000014  (Sefton)	3	565	3	40	3
2016051603218	2	1	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603218	336645	396629	-2.954372	53.462337	5  (Merseyside)	2	2	1	22/09/2016	5	16:30	91	E08000012  (Liverpool)	6	0	6	20	0
2016051603235	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603235	329891	388889	-3.054372	53.391914	5  (Merseyside)	2	2	1	11/10/2016	3	16:55	95	E08000015  (Wirral)	6	0	6	30	6
2016051603239	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603239	356018	399297	-2.662939	53.488294	5  (Merseyside)	2	2	5	10/10/2016	2	16:12	92	E08000013  (St. Helens)	6	0	6	30	0
2016051603265	1	1	3	2  (Female)	04  (16 - 20)	2  (Serious)	9	9	0	0	0	0  (Pedestrian)	1	2016051603265	322748	381181	-3.15989	53.321639	5  (Merseyside)	2	1	1	13/10/2016	5	19:35	95	E08000015  (Wirral)	6	0	6	30	3
2016051603266	1	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603266	331816	380405	-3.023598	53.31591	5  (Merseyside)	2	3	2	13/10/2016	5	18:50	95	E08000015  (Wirral)	6	0	6	50	6
2016051603266	1	2	2	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603266	331816	380405	-3.023598	53.31591	5  (Merseyside)	2	3	2	13/10/2016	5	18:50	95	E08000015  (Wirral)	6	0	6	50	6
2016051603289	2	11	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051603289	326144	390122	-3.111001	53.402485	5  (Merseyside)	2	2	1	15/10/2016	7	20:20	95	E08000015  (Wirral)	3	551	6	30	0
2016051603295	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603295	342600	386766	-2.862881	53.374366	5  (Merseyside)	2	2	1	16/10/2016	1	13:30	91	E08000012  (Liverpool)	6	0	3	30	3
2016051603311	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	19	1	2016051603311	358197	397010	-2.629793	53.467914	5  (Merseyside)	2	1	1	17/10/2016	2	22:54	92	E08000013  (St. Helens)	1	6	3	70	0
2016051603312	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051603312	336274	392146	-2.959052	53.421998	5  (Merseyside)	2	1	1	18/10/2016	3	17:03	91	E08000012  (Liverpool)	6	0	6	30	6
2016051603329	1	2	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603329	321291	388093	-3.183481	53.383548	5  (Merseyside)	2	1	2	20/10/2016	5	13:22	95	E08000015  (Wirral)	3	540	6	30	0
2016051603335	1	1	1	1  (Male)	02  (6 - 10)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603335	335263	395938	-2.975044	53.455958	5  (Merseyside)	2	2	1	21/10/2016	6	17:25	93	E08000014  (Sefton)	3	5098	6	30	0
2016051603342	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603342	342565	384589	-2.863012	53.354794	5  (Merseyside)	2	2	1	22/10/2016	7	14:05	91	E08000012  (Liverpool)	6	0	6	30	6
2016051603355	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	97  ('Motorcyclist')	1	2016051603355	336690	397705	-2.953911	53.472014	5  (Merseyside)	2	1	3	23/10/2016	1	12:10	91	E08000012  (Liverpool)	3	59	3	30	0
2016051603355	1	2	3	1  (Male)	08  (46 - 55)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051603355	336690	397705	-2.953911	53.472014	5  (Merseyside)	2	1	3	23/10/2016	1	12:10	91	E08000012  (Liverpool)	3	59	3	30	0
2016051603364	1	1	3	2  (Female)	06  (26 - 35)	2  (Serious)	1	3	0	0	0	0  (Pedestrian)	1	2016051603364	341200	391770	-2.884857	53.41919	5  (Merseyside)	2	1	1	24/10/2016	2	18:34	91	E08000012  (Liverpool)	3	57	3	40	0
2016051603365	1	1	1	1  (Male)	03  (11 - 15)	1  (Fatal)	0	0	0	0	0	1  (Cyclist)	1	2016051603365	342915	392033	-2.8591	53.421743	5  (Merseyside)	1	2	2	24/10/2016	2	17:09	90	E08000011  (Knowsley)	3	57	3	40	3
2016051603365	2	2	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603365	342915	392033	-2.8591	53.421743	5  (Merseyside)	1	2	2	24/10/2016	2	17:09	90	E08000011  (Knowsley)	3	57	3	40	3
2016051603376	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051603376	338309	392445	-2.928489	53.424927	5  (Merseyside)	2	2	1	13/04/2016	4	21:30	91	E08000012  (Liverpool)	4	5189	6	30	3
2016051603378	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603378	350990	395908	-2.738191	53.457387	5  (Merseyside)	2	2	1	25/10/2016	3	09:57	92	E08000013  (St. Helens)	6	0	6	30	3
2016051603379	1	1	3	1  (Male)	02  (6 - 10)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603379	354237	394414	-2.689071	53.444249	5  (Merseyside)	2	1	1	25/10/2016	3	16:00	92	E08000013  (St. Helens)	6	0	6	30	0
2016051603390	1	1	3	2  (Female)	02  (6 - 10)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603390	344020	383244	-2.840914	53.34286	5  (Merseyside)	2	1	1	26/10/2016	4	16:55	91	E08000012  (Liverpool)	6	0	6	20	0
2016051603399	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051603399	331132	391119	-3.036199	53.412121	5  (Merseyside)	2	2	1	26/10/2016	4	10:42	95	E08000015  (Wirral)	6	0	6	30	0
2016051603403	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051603403	335512	389315	-2.969939	53.396459	5  (Merseyside)	2	4	1	26/10/2016	4	15:42	91	E08000012  (Liverpool)	6	0	6	30	3
2016051603405	1	4	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051603405	338309	392450	-2.92849	53.424972	5  (Merseyside)	2	2	4	27/10/2016	5	14:23	91	E08000012  (Liverpool)	3	5049	3	30	9
2016051603414	1	1	3	2  (Female)	06  (26 - 35)	1  (Fatal)	6	9	0	0	0	0  (Pedestrian)	1	2016051603414	331503	399468	-3.032436	53.487211	5  (Merseyside)	1	2	3	28/10/2016	6	13:20	93	E08000014  (Sefton)	6	0	6	30	3
2016051603415	2	2	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	2  ('Motorcyclist')	1	2016051603415	331382	387980	-3.031755	53.383939	5  (Merseyside)	2	2	1	28/10/2016	6	07:15	95	E08000015  (Wirral)	6	0	6	30	9
2016051603417	1	1	3	1  (Male)	07  (36 - 45)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603417	335588	394935	-2.969945	53.446983	5  (Merseyside)	2	1	1	30/10/2016	1	21:35	91	E08000012  (Liverpool)	3	5058	3	30	0
2016051603426	4	3	2	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	1	2016051603426	345369	383808	-2.820749	53.348071	5  (Merseyside)	2	4	3	31/10/2016	2	18:15	90	E08000011  (Knowsley)	3	561	3	60	0
2016051603428	1	1	3	1  (Male)	09  (56 - 65)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051603428	333710	385404	-2.996216	53.361083	5  (Merseyside)	2	1	1	28/10/2016	6	16:15	95	E08000015  (Wirral)	4	5136	6	30	0
2016051603429	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051603429	330144	407191	-3.054639	53.556445	5  (Merseyside)	2	2	1	31/10/2016	2	15:55	93	E08000014  (Sefton)	6	0	6	30	3
2016051603436	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	2	0	0	0	0  (Pedestrian)	-1	2016051603436	331263	392550	-3.03454	53.425	5  (Merseyside)	2	1	1	01/11/2016	3	18:25	95	E08000015  (Wirral)	6	0	6	30	0
2016051603450	1	1	3	1  (Male)	07  (36 - 45)	2  (Serious)	9	5	0	0	0	0  (Pedestrian)	1	2016051603450	334889	390111	-2.979472	53.403538	5  (Merseyside)	2	1	1	30/10/2016	1	02:30	91	E08000012  (Liverpool)	6	0	2	30	0
2016051603454	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051603454	336563	394549	-2.955187	53.443632	5  (Merseyside)	2	2	1	03/11/2016	5	15:00	91	E08000012  (Liverpool)	3	5058	3	30	6
2016051603460	1	1	3	2  (Female)	10  (66 - 75)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051603460	329357	406866	-3.066445	53.553419	5  (Merseyside)	2	1	1	04/11/2016	6	17:50	93	E08000014  (Sefton)	6	0	1	30	1
2016051603467	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051603467	334694	399740	-2.984404	53.490061	5  (Merseyside)	2	1	1	04/11/2016	6	22:49	93	E08000014  (Sefton)	6	0	6	30	3
2016051603476	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051603476	347026	391723	-2.797186	53.419385	5  (Merseyside)	2	2	1	05/11/2016	7	20:25	90	E08000011  (Knowsley)	6	0	6	30	0
