Acc_Index	Vehicle_Reference	Casualty_Reference	Casualty_Class	Sex_of_Casualty	Age_Band_of_Casualty	Casualty_Severity	Pedestrian_Location	Pedestrian_Movement	Car_Passenger	Bus_or_Coach_Passenger	Pedestrian_Road_Maintenance_Worker	Casualty_Type	Casualty_Home_Area_Type	Accident_Index	Location_Easting_OSGR	Location_Northing_OSGR	Longitude	Latitude	Police_Force	Accident_Severity	Number_of_Vehicles	Number_of_Casualties	Date	Day_of_Week	Time	Local_Authority_(District)	Local_Authority_(Highway)	1st_Road_Class	1st_Road_Number	Road_Type	Speed_limit	Junction_Detail
2016051601491	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601491	336909	400153	-2.951104	53.494043	5  (Merseyside)	2	2	1	03/05/2016	3	15:38	93	E08000014  (Sefton)	3	5036	3	40	7
2016051601494	1	1	2	2  (Female)	11  (Over 75)	2  (Serious)	0	0	0	4	0	11	1	2016051601494	350861	395417	-2.740057	53.452961	5  (Merseyside)	2	1	2	26/04/2016	3	14:10	92	E08000013  (St. Helens)	6	0	6	30	0
2016051601503	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051601503	331719	388986	-3.026907	53.393025	5  (Merseyside)	2	2	1	04/05/2016	4	13:25	95	E08000015  (Wirral)	3	553	6	30	0
2016051601509	1	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601509	340581	390275	-2.893889	53.405683	5  (Merseyside)	2	1	2	24/03/2016	5	21:19	91	E08000012  (Liverpool)	3	5080	3	30	9
2016051601509	1	2	2	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601509	340581	390275	-2.893889	53.405683	5  (Merseyside)	2	1	2	24/03/2016	5	21:19	91	E08000012  (Liverpool)	3	5080	3	30	9
2016051601527	1	2	1	2  (Female)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601527	346854	402073	-2.801525	53.5124	5  (Merseyside)	2	2	2	03/05/2016	3	15:12	92	E08000013  (St. Helens)	4	5203	6	60	3
2016051601527	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601527	346854	402073	-2.801525	53.5124	5  (Merseyside)	2	2	2	03/05/2016	3	15:12	92	E08000013  (St. Helens)	4	5203	6	60	3
2016051601537	2	1	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601537	335800	394809	-2.966727	53.445876	5  (Merseyside)	2	2	2	05/05/2016	5	13:45	91	E08000012  (Liverpool)	6	0	6	20	3
2016051601545	2	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051601545	340558	395929	-2.895303	53.456501	5  (Merseyside)	2	2	1	09/05/2016	2	17:15	91	E08000012  (Liverpool)	6	0	6	30	3
2016051601547	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601547	332378	386905	-3.016552	53.374406	5  (Merseyside)	2	3	1	09/05/2016	2	17:03	95	E08000015  (Wirral)	6	0	6	30	0
2016051601548	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601548	335224	393384	-2.975106	53.432997	5  (Merseyside)	2	2	1	09/05/2016	2	20:25	91	E08000012  (Liverpool)	6	0	6	30	6
2016051601563	1	2	2	1  (Male)	11  (Over 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601563	328308	386592	-3.077653	53.371056	5  (Merseyside)	2	1	2	10/05/2016	3	15:05	95	E08000015  (Wirral)	6	0	6	30	1
2016051601568	1	2	2	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601568	334757	415022	-2.986645	53.627424	5  (Merseyside)	2	2	3	11/05/2016	4	10:05	93	E08000014  (Sefton)	6	0	6	20	0
2016051601572	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601572	335187	398283	-2.976673	53.477026	5  (Merseyside)	2	2	1	12/05/2016	5	07:30	93	E08000014  (Sefton)	3	5036	3	40	0
2016051601579	1	1	3	2  (Female)	08  (46 - 55)	1  (Fatal)	8	1	0	0	0	0  (Pedestrian)	2	2016051601579	351965	399193	-2.724009	53.487005	5  (Merseyside)	1	1	1	03/05/2016	3	12:28	92	E08000013  (St. Helens)	3	571	6	40	0
2016051601587	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051601587	351710	396645	-2.72746	53.464078	5  (Merseyside)	2	1	2	11/05/2016	4	12:25	92	E08000013  (St. Helens)	3	571	6	30	0
2016051601587	1	2	3	2  (Female)	06  (26 - 35)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051601587	351710	396645	-2.72746	53.464078	5  (Merseyside)	2	1	2	11/05/2016	4	12:25	92	E08000013  (St. Helens)	3	571	6	30	0
2016051601601	1	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	4  ('Motorcyclist')	1	2016051601601	354381	397531	-2.687355	53.47228	5  (Merseyside)	2	2	1	09/05/2016	2	06:30	92	E08000013  (St. Helens)	3	58	6	30	3
2016051601608	2	1	2	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601608	332067	399895	-3.024029	53.491122	5  (Merseyside)	2	2	2	13/05/2016	6	21:10	93	E08000014  (Sefton)	3	565	6	30	3
2016051601618	1	1	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601618	335933	395161	-2.964796	53.449056	5  (Merseyside)	2	2	1	15/05/2016	1	11:50	91	E08000012  (Liverpool)	3	59	6	30	0
2016051601621	1	2	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051601621	348545	395743	-2.774987	53.45567	5  (Merseyside)	2	1	1	15/05/2016	1	14:30	92	E08000013  (St. Helens)	4	5201	6	30	3
2016051601624	2	1	1	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	2	2016051601624	349535	399947	-2.760753	53.493555	5  (Merseyside)	2	2	1	12/05/2016	5	17:20	92	E08000013  (St. Helens)	4	5205	6	60	3
2016051601629	1	1	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601629	348843	398957	-2.771022	53.484589	5  (Merseyside)	2	2	1	16/05/2016	2	20:48	92	E08000013  (St. Helens)	6	0	6	60	3
2016051601630	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	3	2016051601630	344188	382692	-2.838293	53.337916	5  (Merseyside)	2	2	1	16/05/2016	2	20:29	91	E08000012  (Liverpool)	6	0	6	40	0
2016051601665	1	1	3	2  (Female)	08  (46 - 55)	2  (Serious)	4	9	0	0	0	0  (Pedestrian)	1	2016051601665	337133	389389	-2.945576	53.39732	5  (Merseyside)	2	1	1	19/05/2016	5	15:34	91	E08000012  (Liverpool)	3	562	3	30	3
2016051601681	1	1	1	2  (Female)	11  (Over 75)	1  (Fatal)	0	0	0	0	0	9  ('Car occupant')	1	2016051601681	333606	391614	-2.999085	53.416887	5  (Merseyside)	1	1	1	20/05/2016	6	09:39	91	E08000012  (Liverpool)	6	0	6	30	0
2016051601686	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051601686	337595	394058	-2.939553	53.439342	5  (Merseyside)	2	1	1	21/05/2016	7	03:20	91	E08000012  (Liverpool)	3	5058	3	40	7
2016051601694	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051601694	331337	386008	-3.032003	53.366209	5  (Merseyside)	2	2	1	22/05/2016	1	12:00	95	E08000015  (Wirral)	4	5151	6	30	3
2016051601697	1	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601697	327658	391535	-3.088555	53.415395	5  (Merseyside)	2	1	1	23/05/2016	2	02:58	95	E08000015  (Wirral)	6	0	6	20	0
2016051601700	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601700	343362	385339	-2.851172	53.361621	5  (Merseyside)	2	2	4	22/05/2016	1	12:05	90	E08000011  (Knowsley)	6	0	6	30	0
2016051601758	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601758	343971	383911	-2.841768	53.34885	5  (Merseyside)	2	2	1	24/05/2016	3	13:00	90	E08000011  (Knowsley)	6	0	6	30	3
2016051601761	1	1	3	2  (Female)	11  (Over 75)	2  (Serious)	8	3	0	0	0	0  (Pedestrian)	1	2016051601761	338057	392345	-2.932261	53.423999	5  (Merseyside)	2	1	1	27/05/2016	6	15:08	91	E08000012  (Liverpool)	6	0	6	20	3
2016051601762	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601762	337089	402531	-2.948868	53.515439	5  (Merseyside)	2	2	2	28/05/2016	7	02:50	93	E08000014  (Sefton)	6	0	6	30	1
2016051601762	1	2	2	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601762	337089	402531	-2.948868	53.515439	5  (Merseyside)	2	2	2	28/05/2016	7	02:50	93	E08000014  (Sefton)	6	0	6	30	1
2016051601773	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601773	331577	391919	-3.029678	53.419369	5  (Merseyside)	2	1	1	29/05/2016	1	13:40	95	E08000015  (Wirral)	6	0	6	30	3
2016051601777	1	1	3	1  (Male)	07  (36 - 45)	2  (Serious)	9	5	0	0	0	0  (Pedestrian)	1	2016051601777	334412	390492	-2.986725	53.406903	5  (Merseyside)	2	1	1	30/05/2016	2	03:58	91	E08000012  (Liverpool)	6	0	2	20	0
2016051601783	2	1	1	2  (Female)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601783	337498	386951	-2.939604	53.37545	5  (Merseyside)	2	3	2	30/05/2016	2	12:40	91	E08000012  (Liverpool)	3	562	3	30	3
2016051601784	2	1	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601784	333148	416867	-3.01137	53.643804	5  (Merseyside)	2	2	1	31/05/2016	3	09:25	93	E08000014  (Sefton)	3	565	6	30	1
2016051601812	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601812	327522	391893	-3.090683	53.418594	5  (Merseyside)	2	3	2	02/06/2016	5	14:55	95	E08000015  (Wirral)	3	551	3	40	0
2016051601823	1	2	3	2  (Female)	11  (Over 75)	2  (Serious)	9	5	0	0	0	0  (Pedestrian)	1	2016051601823	341361	399076	-2.883797	53.484878	5  (Merseyside)	2	1	1	02/06/2016	5	13:00	90	E08000011  (Knowsley)	6	0	6	30	3
2016051601828	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601828	357364	395414	-2.642125	53.453501	5  (Merseyside)	2	2	1	03/06/2016	6	14:00	92	E08000013  (St. Helens)	6	0	6	30	3
2016051601831	2	1	1	1  (Male)	04  (16 - 20)	1  (Fatal)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051601831	343014	387869	-2.856858	53.384325	5  (Merseyside)	1	3	1	02/06/2016	5	19:04	91	E08000012  (Liverpool)	4	5171	6	30	3
2016051601852	2	1	3	2  (Female)	04  (16 - 20)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051601852	334344	396261	-2.988951	53.458748	5  (Merseyside)	2	3	1	04/06/2016	7	20:02	93	E08000014  (Sefton)	3	566	6	30	6
2016051601865	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601865	340508	390284	-2.894989	53.405756	5  (Merseyside)	2	1	1	06/06/2016	2	07:40	91	E08000012  (Liverpool)	3	5080	3	40	5
2016051601885	2	2	1	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601885	334487	417817	-2.991316	53.652512	5  (Merseyside)	2	2	2	22/05/2016	1	18:53	93	E08000014  (Sefton)	6	0	6	30	6
2016051601886	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051601886	345150	391914	-2.825447	53.42091	5  (Merseyside)	2	2	2	07/06/2016	3	16:52	90	E08000011  (Knowsley)	4	5199	6	30	3
2016051601887	1	1	1	1  (Male)	03  (11 - 15)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601887	335705	388244	-2.966818	53.386856	5  (Merseyside)	2	2	1	07/06/2016	3	20:15	91	E08000012  (Liverpool)	3	561	6	30	3
2016051601896	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601896	331559	386301	-3.028731	53.368871	5  (Merseyside)	2	2	1	09/06/2016	5	09:09	95	E08000015  (Wirral)	6	0	6	30	0
2016051601900	1	1	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601900	329909	386018	-3.053464	53.366111	5  (Merseyside)	2	2	1	10/06/2016	6	13:10	95	E08000015  (Wirral)	6	0	6	30	0
2016051601906	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601906	336542	391432	-2.954875	53.415613	5  (Merseyside)	2	2	1	11/06/2016	7	01:30	91	E08000012  (Liverpool)	6	0	6	30	3
2016051601907	2	2	2	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051601907	351465	390168	-2.730152	53.405835	5  (Merseyside)	2	2	6	08/06/2016	4	21:19	92	E08000013  (St. Helens)	1	62	3	70	0
2016051601917	1	1	2	1  (Male)	02  (6 - 10)	1  (Fatal)	0	0	2	0	0	9  ('Car occupant')	1	2016051601917	344920	392914	-2.829083	53.429875	5  (Merseyside)	1	1	3	11/06/2016	7	19:16	90	E08000011  (Knowsley)	1	57	3	70	0
2016051601917	1	2	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601917	344920	392914	-2.829083	53.429875	5  (Merseyside)	1	1	3	11/06/2016	7	19:16	90	E08000011  (Knowsley)	1	57	3	70	0
2016051601924	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051601924	353628	393275	-2.698072	53.433958	5  (Merseyside)	2	2	1	11/06/2016	7	12:00	92	E08000013  (St. Helens)	6	0	6	30	3
2016051601948	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601948	346063	390063	-2.811392	53.404366	5  (Merseyside)	2	1	1	14/06/2016	3	04:00	90	E08000011  (Knowsley)	1	57	3	70	0
2016051601963	1	1	3	2  (Female)	02  (6 - 10)	2  (Serious)	5	2	0	0	0	0  (Pedestrian)	2	2016051601963	350022	394236	-2.752504	53.442267	5  (Merseyside)	2	1	1	14/06/2016	3	16:40	92	E08000013  (St. Helens)	6	0	6	30	0
2016051601966	1	1	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601966	332070	382577	-3.020251	53.335465	5  (Merseyside)	2	2	1	10/06/2016	6	12:00	95	E08000015  (Wirral)	4	5151	3	30	0
2016051601974	2	1	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051601974	339680	398594	-2.909037	53.480356	5  (Merseyside)	2	2	1	15/06/2016	4	13:15	90	E08000011  (Knowsley)	1	57	3	70	0
2016051602000	1	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602000	345685	392662	-2.817526	53.427689	5  (Merseyside)	2	2	1	14/06/2016	3	12:14	90	E08000011  (Knowsley)	3	57	1	40	1
2016051602012	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602012	322412	387115	-3.166389	53.374923	5  (Merseyside)	2	2	1	18/06/2016	7	14:15	95	E08000015  (Wirral)	4	5139	6	30	0
2016051602026	2	1	1	2  (Female)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602026	358114	397359	-2.63109	53.471044	5  (Merseyside)	2	2	1	19/06/2016	1	10:20	92	E08000013  (St. Helens)	1	6	3	40	7
2016051602036	2	1	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602036	329859	388005	-3.054657	53.383964	5  (Merseyside)	2	2	1	14/06/2016	3	12:10	95	E08000015  (Wirral)	6	0	6	30	0
2016051602043	2	2	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602043	349140	397242	-2.766269	53.469202	5  (Merseyside)	2	2	2	20/06/2016	2	13:37	92	E08000013  (St. Helens)	3	580	3	60	6
2016051602053	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	2  ('Motorcyclist')	1	2016051602053	345136	391344	-2.825559	53.415785	5  (Merseyside)	2	2	1	22/06/2016	4	16:00	90	E08000011  (Knowsley)	6	0	6	30	0
2016051602077	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	3	2016051602077	332149	399671	-3.022745	53.489119	5  (Merseyside)	2	2	2	22/06/2016	4	18:55	93	E08000014  (Sefton)	3	565	6	30	0
2016051602081	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	3	0	0	0	0  (Pedestrian)	1	2016051602081	325567	384454	-3.118343	53.35146	5  (Merseyside)	2	1	1	25/06/2016	7	14:40	95	E08000015  (Wirral)	6	0	6	30	3
2016051602096	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602096	335006	396267	-2.978983	53.458884	5  (Merseyside)	2	2	1	26/06/2016	1	22:00	93	E08000014  (Sefton)	6	0	6	30	0
2016051602102	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	17	1	2016051602102	350889	392352	-2.739157	53.425413	5  (Merseyside)	2	2	1	24/06/2016	6	11:38	92	E08000013  (St. Helens)	3	570	3	70	0
2016051602119	2	1	2	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602119	346414	389568	-2.806028	53.399953	5  (Merseyside)	2	4	4	28/06/2016	3	18:00	90	E08000011  (Knowsley)	6	0	6	30	0
2016051602121	1	2	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602121	329253	385842	-3.063283	53.364442	5  (Merseyside)	2	2	2	23/06/2016	5	18:00	95	E08000015  (Wirral)	6	0	6	30	0
2016051602125	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	1	1	0	0	0	0  (Pedestrian)	1	2016051602125	335677	388297	-2.96725	53.387329	5  (Merseyside)	2	1	1	29/06/2016	4	15:15	91	E08000012  (Liverpool)	3	561	6	30	0
2016051602132	1	1	3	1  (Male)	03  (11 - 15)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602132	347443	390842	-2.790764	53.411508	5  (Merseyside)	2	1	1	22/03/2016	3	17:30	90	E08000011  (Knowsley)	6	0	6	30	3
2016051602154	1	1	3	1  (Male)	04  (16 - 20)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	3	2016051602154	334830	391157	-2.980575	53.412932	5  (Merseyside)	2	1	1	02/07/2016	7	03:10	91	E08000012  (Liverpool)	3	59	3	30	0
2016051602159	2	2	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602159	354195	393024	-2.689501	53.431751	5  (Merseyside)	2	2	3	01/07/2016	6	21:43	92	E08000013  (St. Helens)	4	5204	6	30	0
2016051602168	2	1	1	1  (Male)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602168	351596	401685	-2.729955	53.509371	5  (Merseyside)	2	2	1	03/07/2016	1	09:00	92	E08000013  (St. Helens)	6	0	6	60	3
2016051602170	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602170	338002	388831	-2.932398	53.392407	5  (Merseyside)	2	1	1	03/07/2016	1	16:15	91	E08000012  (Liverpool)	3	562	6	30	0
2016051602181	2	2	1	2  (Female)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602181	344290	392703	-2.838528	53.427912	5  (Merseyside)	2	3	3	04/07/2016	2	07:37	90	E08000011  (Knowsley)	4	5202	6	30	0
2016051602183	1	1	3	1  (Male)	11  (Over 75)	2  (Serious)	4	3	0	0	0	0  (Pedestrian)	1	2016051602183	332282	388653	-3.018369	53.390105	5  (Merseyside)	2	1	1	04/07/2016	2	17:10	95	E08000015  (Wirral)	3	552	6	30	3
2016051602187	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602187	334010	393691	-2.993442	53.435606	5  (Merseyside)	2	2	1	05/07/2016	3	07:36	91	E08000012  (Liverpool)	6	0	6	30	6
2016051602195	1	1	1	2  (Female)	10  (66 - 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602195	334366	384003	-2.986069	53.348572	5  (Merseyside)	2	4	8	03/07/2016	1	17:15	95	E08000015  (Wirral)	3	41	3	40	9
2016051602195	1	2	2	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602195	334366	384003	-2.986069	53.348572	5  (Merseyside)	2	4	8	03/07/2016	1	17:15	95	E08000015  (Wirral)	3	41	3	40	9
2016051602204	1	1	3	2  (Female)	08  (46 - 55)	2  (Serious)	6	9	0	0	0	0  (Pedestrian)	1	2016051602204	338167	395690	-2.931263	53.454078	5  (Merseyside)	2	1	1	04/07/2016	2	20:10	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602227	1	1	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602227	327221	386786	-3.094034	53.372651	5  (Merseyside)	2	2	1	07/07/2016	5	06:15	95	E08000015  (Wirral)	3	551	6	30	0
2016051602228	2	1	1	1  (Male)	09  (56 - 65)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602228	334103	384558	-2.990135	53.353528	5  (Merseyside)	2	2	1	06/07/2016	4	06:55	95	E08000015  (Wirral)	3	41	3	40	0
2016051602243	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602243	341470	387466	-2.879996	53.380534	5  (Merseyside)	2	2	1	10/04/2016	1	05:15	91	E08000012  (Liverpool)	6	0	6	30	0
2016051602258	1	1	1	2  (Female)	08  (46 - 55)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602258	332156	399658	-3.022636	53.489003	5  (Merseyside)	2	1	1	10/07/2016	1	10:35	93	E08000014  (Sefton)	3	565	6	30	0
2016051602266	2	2	1	1  (Male)	11  (Over 75)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602266	331324	411074	-3.037681	53.591501	5  (Merseyside)	2	2	2	11/07/2016	2	13:15	93	E08000014  (Sefton)	3	565	6	30	3
2016051602275	1	1	1	1  (Male)	06  (26 - 35)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602275	334327	417970	-2.993769	53.653867	5  (Merseyside)	2	2	2	12/07/2016	3	22:15	93	E08000014  (Sefton)	3	565	6	30	6
2016051602287	1	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602287	338777	394654	-2.921876	53.444837	5  (Merseyside)	2	2	1	13/07/2016	4	18:00	91	E08000012  (Liverpool)	6	0	6	30	6
2016051602288	1	1	3	2  (Female)	07  (36 - 45)	2  (Serious)	10	9	0	0	0	0  (Pedestrian)	1	2016051602288	332149	398188	-3.022424	53.47579	5  (Merseyside)	2	2	1	13/07/2016	4	18:05	93	E08000014  (Sefton)	6	0	6	30	0
2016051602289	1	1	1	1  (Male)	06  (26 - 35)	1  (Fatal)	0	0	0	0	0	5  ('Motorcyclist')	1	2016051602289	346985	399235	-2.799069	53.486904	5  (Merseyside)	1	1	1	13/07/2016	4	21:35	92	E08000013  (St. Helens)	4	5203	6	40	0
2016051602290	1	1	2	2  (Female)	01  (0 - 5)	2  (Serious)	0	0	2	0	0	9  ('Car occupant')	-1	2016051602290	347650	387857	-2.787155	53.384697	5  (Merseyside)	2	2	3	13/07/2016	4	14:10	90	E08000011  (Knowsley)	6	0	6	30	6
2016051602297	2	1	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602297	335107	416065	-2.981571	53.636842	5  (Merseyside)	2	2	1	14/07/2016	5	15:50	93	E08000014  (Sefton)	3	570	6	30	6
2016051602305	2	1	1	1  (Male)	05  (21 - 25)	2  (Serious)	0	0	0	0	0	1  (Cyclist)	1	2016051602305	343291	385676	-2.852299	53.364643	5  (Merseyside)	2	2	1	13/07/2016	4	14:00	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602307	1	2	2	2  (Female)	07  (36 - 45)	2  (Serious)	0	0	1	0	0	9  ('Car occupant')	1	2016051602307	330435	382761	-3.044844	53.336906	5  (Merseyside)	2	2	4	26/06/2016	1	13:47	95	E08000015  (Wirral)	3	5137	6	30	0
2016051602318	1	4	2	1  (Male)	10  (66 - 75)	2  (Serious)	0	0	0	4	0	11	1	2016051602318	335837	389150	-2.965018	53.395016	5  (Merseyside)	2	2	4	11/07/2016	2	08:55	91	E08000012  (Liverpool)	6	0	6	30	3
2016051602321	2	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602321	342808	396274	-2.861481	53.459852	5  (Merseyside)	2	2	1	12/07/2016	3	16:53	90	E08000011  (Knowsley)	4	5194	6	40	3
2016051602323	1	1	1	1  (Male)	07  (36 - 45)	2  (Serious)	0	0	0	0	0	3  ('Motorcyclist')	1	2016051602323	351981	397136	-2.723453	53.468516	5  (Merseyside)	2	2	1	13/07/2016	4	18:27	92	E08000013  (St. Helens)	6	0	6	30	0
2016051602339	1	1	3	1  (Male)	06  (26 - 35)	2  (Serious)	5	1	0	0	0	0  (Pedestrian)	1	2016051602339	335033	417292	-2.982946	53.647861	5  (Merseyside)	2	1	1	18/07/2016	2	10:32	93	E08000014  (Sefton)	6	0	6	30	0
2016051602345	5	2	1	1  (Male)	04  (16 - 20)	2  (Serious)	0	0	0	0	0	9  ('Car occupant')	1	2016051602345	339291	388393	-2.912931	53.38862	5  (Merseyside)	2	6	6	18/07/2016	2	21:06	91	E08000012  (Liverpool)	3	562	3	30	9
